Rxn name	Formula	Gene-reaction association	LB	UB	Objective
3OAS80	H+[c] + Hexanoyl-ACP (n-C6:0ACP)[c] + Malonyl-[acyl-carrier protein][c] => 3-Oxooctanoyl-[acyl-carrier protein][c] + Acyl carrier protein[c] + CO2 CO2[c] 	b2323 or b1095	  0.00	1000.00	  0.00
3OXCOAT	Coenzyme A[c] + 3-Oxoadipyl-CoA[c] => Acetyl-CoA[c] + Succinyl-CoA[c] 	b1397	  0.00	1000.00	  0.00
3PEPTabcpp	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[p] + ATP C10H12N5O13P3[c] + H2O H2O[c] => L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[c] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	(b1245 and b1247 and b1244 and b1329 and b1246) or (b2177 and b2180 and b2178 and b2179) or (b1245 and b1247 and b1246 and b1244 and b1243)	  0.00	1000.00	  0.00
3PEPTtex	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[e] <=> L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
3SLAR	H+[c] + Nicotinamide adenine dinucleotide - reduced[c] + Sulpholactaldehyde[c] => 2,3-Dihydroxypropane-1-sulfonate[c] + Nicotinamide adenine dinucleotide[c] 	b3882	  0.00	1000.00	  0.00
3UMPtex	3  UMP C9H11N2O9P[e] <=> 3  UMP C9H11N2O9P[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
42A12BOOXpp	Dopamine[p] + H2O H2O[p] + O2 O2[p] => 3,4-Dihydroxyphenylacetaldehyde[p] + Hydrogen peroxide[p] + Ammonium[p] 	b1386	  0.00	1000.00	  0.00
4ABZGLUH	4-aminobenzoyl-glutamate[c] + H2O H2O[c] <=> 4-Aminobenzoate[c] + L-Glutamate[c] 	b1337 and b1338	-1000.00	1000.00	  0.00
4ABZGLUtex	4-aminobenzoyl-glutamate[e] <=> 4-aminobenzoyl-glutamate[p] 	b0241 or b1377 or b2215 or b0929	-1000.00	1000.00	  0.00
4ABZGLUtr	4-aminobenzoyl-glutamate[p] + H+[p] <=> 4-aminobenzoyl-glutamate[c] + H+[c] 	b1336	-1000.00	1000.00	  0.00
4HBZt3pp	4-Hydroxybenzoate[c] + H+[p] => 4-Hydroxybenzoate[p] + H+[c] 	b3240 and b3241	  0.00	1000.00	  0.00
4HOXPACDtex	4-Hydroxyphenylacetaldehyde[e] <=> 4-Hydroxyphenylacetaldehyde[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
4HTHRA	4-Hydroxy-L-threonine[c] <=> Glycolaldehyde[c] + Glycine[c] 	b0870	-1000.00	1000.00	  0.00
4HTHRK	4-Hydroxy-L-threonine[c] + ATP C10H12N5O13P3[c] => ADP C10H12N5O10P2[c] + H+[c] + O-Phospho-4-hydroxy-L-threonine[c] 	b0003	  0.00	1000.00	  0.00
4PCP	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[c] + H2O H2O[c] => L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[c] + D-Alanine[c] 	b1192	  0.00	1000.00	  0.00
4PCPpp	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[p] + H2O H2O[p] => L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate[p] + D-Alanine[p] 	b2175	  0.00	1000.00	  0.00
4PEPTabcpp	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[p] + ATP C10H12N5O13P3[c] + H2O H2O[c] => L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[c] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	(b1243 and b1247 and b1244 and b1245 and b1246) or (b2177 and b2180 and b2178 and b2179)	  0.00	1000.00	  0.00
4PEPTtex	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[e] <=> L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
5DGLCNR	5-Dehydro-D-gluconate[c] + H+[c] + Nicotinamide adenine dinucleotide phosphate - reduced[c] => D-Gluconate[c] + Nicotinamide adenine dinucleotide phosphate[c] 	b4266	  0.00	1000.00	  0.00
5DGLCNt2rpp	5-Dehydro-D-gluconate[p] + H+[p] <=> 5-Dehydro-D-gluconate[c] + H+[c] 	b4265	-1000.00	1000.00	  0.00
5DGLCNtex	5-Dehydro-D-gluconate[e] <=> 5-Dehydro-D-gluconate[p] 	b1377 or b0241 or b0929 or b2215	-1000.00	1000.00	  0.00
5DKGR	D-Gluconate[c] + Nicotinamide adenine dinucleotide[c] <=> 5-Dehydro-D-gluconate[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b2842 or b4266	-1000.00	1000.00	  0.00
5DOAN	5'-Deoxyadenosine[c] + H2O H2O[c] => 5'-deoxyribose[c] + Adenine[c] 	b0159	  0.00	1000.00	  0.00
5MTRtex	5-Methylthio-D-ribose[e] <=> 5-Methylthio-D-ribose[p] 	b1377 or b0929 or b2215 or b0241	-1000.00	1000.00	  0.00
5MTRtpp	5-Methylthio-D-ribose[c] + H+[c] => 5-Methylthio-D-ribose[p] + H+[p] 		  0.00	1000.00	  0.00
6D6SFK	ATP C10H12N5O13P3[c] + 6-deoxy-6-sulphofructose[c] => ADP C10H12N5O10P2[c] + H+[c] + 6-deoxy-6-sulphofructose 1-phosphate[c] 	b3883	  0.00	1000.00	  0.00
6D6SPA	6-deoxy-6-sulphofructose 1-phosphate[c] => Dihydroxyacetone phosphate[c] + Sulpholactaldehyde[c] 	b3881	  0.00	1000.00	  0.00
A5PISO	D-Ribulose 5-phosphate[c] <=> D-Arabinose 5-phosphate[c] 	b3197 or b2708	-1000.00	1000.00	  0.00
AACPS1	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Tetradecanoate (n-C14:0)[c] => AMP C10H12N5O7P[c] + Myristoyl-ACP (n-C14:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS2	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Tetradecenoate (n-C14:1)[c] => AMP C10H12N5O7P[c] + Diphosphate[c] + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS3	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Hexadecanoate (n-C16:0)[c] => AMP C10H12N5O7P[c] + Palmitoyl-ACP (n-C16:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS4	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Hexadecenoate (n-C16:1)[c] => AMP C10H12N5O7P[c] + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)[c] + Diphosphate[c] 	b2836 and b1094	  0.00	1000.00	  0.00
AACPS5	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Octadecenoate (n-C18:1)[c] => AMP C10H12N5O7P[c] + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS6	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Octadecanoate (n-C18:0)[c] => AMP C10H12N5O7P[c] + Octadecanoyl-ACP (n-C18:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS7	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Dodecanoate (n-C12:0)[c] => AMP C10H12N5O7P[c] + Dodecanoyl-ACP (n-C12:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS8	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Decanoate (n-C10:0)[c] => AMP C10H12N5O7P[c] + Decanoyl-ACP (n-C10:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACPS9	Acyl carrier protein[c] + ATP C10H12N5O13P3[c] + Octanoate (n-C8:0)[c] => AMP C10H12N5O7P[c] + Octanoyl-ACP (n-C8:0ACP)[c] + Diphosphate[c] 	b1094 and b2836	  0.00	1000.00	  0.00
AACTOOR	Aminoacetone[c] + H2O H2O[c] + O2 O2[c] => Hydrogen peroxide[c] + Methylglyoxal[c] + Ammonium[c] 		  0.00	1000.00	  0.00
AADDGT	DTDP-4-acetamido-4,6-dideoxy-D-galactose[c] + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate[c] => DTDP C10H13N2O11P2[c] + H+[c] + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose[c] 	b4481	  0.00	1000.00	  0.00
AAMYL	1,4-alpha-D-glucan[c] => Maltohexaose[c] 	b1927	  0.00	1000.00	  0.00
AAMYLpp	1,4-alpha-D-glucan[p] => Maltohexaose[p] 	b3571	  0.00	1000.00	  0.00
AB6PGH	Arbutin 6-phosphate[c] + H2O H2O[c] => D-Glucose 6-phosphate[c] + Hydroquinone[c] 	b2901 or b3721 or b2716	  0.00	1000.00	  0.00
ABTA	4-Aminobutanoate[c] + 2-Oxoglutarate[c] => L-Glutamate[c] + Succinic semialdehyde[c] 	b2662 or b1302	  0.00	1000.00	  0.00
ABUTD	4-Aminobutanal[c] + H2O H2O[c] + Nicotinamide adenine dinucleotide[c] => 4-Aminobutanoate[c] + 2 H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b1444	  0.00	1000.00	  0.00
ABUTt2pp	4-Aminobutanoate[p] + H+[p] => 4-Aminobutanoate[c] + H+[c] 	b2663	  0.00	1000.00	  0.00
ABUTtex	4-Aminobutanoate[e] <=> 4-Aminobutanoate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACACCT	Acetoacetate[c] + Acetyl-CoA[c] => Acetoacetyl-CoA[c] + Acetate[c] 	(b2222 and b2221) or b1694	  0.00	1000.00	  0.00
ACACT1r	2 Acetyl-CoA[c] <=> Acetoacetyl-CoA[c] + Coenzyme A[c] 	b2224 or b2342 or b3845	-1000.00	1000.00	  0.00
ACACT2r	Acetyl-CoA[c] + Butanoyl-CoA[c] <=> 3-Oxohexanoyl-CoA[c] + Coenzyme A[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACT3r	Acetyl-CoA[c] + Hexanoyl-CoA (n-C6:0CoA)[c] <=> 3-Oxooctanoyl-CoA[c] + Coenzyme A[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACT4r	Acetyl-CoA[c] + Octanoyl-CoA (n-C8:0CoA)[c] <=> 3-Oxodecanoyl-CoA[c] + Coenzyme A[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACT5r	Acetyl-CoA[c] + Decanoyl-CoA (n-C10:0CoA)[c] <=> 3-Oxododecanoyl-CoA[c] + Coenzyme A[c] 	b3845 or b2342	-1000.00	1000.00	  0.00
ACACT6r	Acetyl-CoA[c] + Dodecanoyl-CoA (n-C12:0CoA)[c] <=> 3-Oxotetradecanoyl-CoA[c] + Coenzyme A[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACT7r	Acetyl-CoA[c] + Tetradecanoyl-CoA (n-C14:0CoA)[c] <=> 3-Oxohexadecanoyl-CoA[c] + Coenzyme A[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACT8r	3-Oxooctadecanoyl-CoA[c] + Coenzyme A[c] <=> Acetyl-CoA[c] + Palmitoyl-CoA (n-C16:0CoA)[c] 	b2342 or b3845	-1000.00	1000.00	  0.00
ACACt2pp	Acetoacetate[p] + H+[p] <=> Acetoacetate[c] + H+[c] 	b2223	-1000.00	1000.00	  0.00
ACACtex	Acetoacetate[e] <=> Acetoacetate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACALD	Acetaldehyde[c] + Coenzyme A[c] + Nicotinamide adenine dinucleotide[c] <=> Acetyl-CoA[c] + H+[c] + Nicotinamide adenine dinucleotide - reduced[c] 	b0351 or b1241	-1000.00	1000.00	  0.00
ACALDtex	Acetaldehyde[e] <=> Acetaldehyde[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACALDtpp	Acetaldehyde[p] <=> Acetaldehyde[c] 	s0001	-1000.00	1000.00	  0.00
ACANTHAT	Acetyl-CoA[c] + Anthranilate[c] => N-Acetylanthranilate[c] + Coenzyme A[c] 	b1463	  0.00	1000.00	  0.00
ACBIPGT	Adenosyl cobinamide phosphate[c] + GTP C10H12N5O14P3[c] + H+[c] => Adenosine-GDP-cobinamide[c] + Diphosphate[c] 	b1993	  0.00	1000.00	  0.00
ACCOAC	Acetyl-CoA[c] + ATP C10H12N5O13P3[c] + Bicarbonate[c] => ADP C10H12N5O10P2[c] + H+[c] + Malonyl CoA C24H33N7O19P3S[c] + Phosphate[c] 	b2316 and b3255 and b3256 and b0185	  0.00	1000.00	  0.00
ACCOAL	ATP C10H12N5O13P3[c] + Coenzyme A[c] + Propionate (n-C3:0)[c] => ADP C10H12N5O10P2[c] + Phosphate[c] + Propanoyl-CoA[c] 	b4069 or b0335	  0.00	1000.00	  0.00
ACGAL1PPpp	N-Acetyl-D-galactosamine 1-phosphate[p] + H2O H2O[p] => N-Acetyl-D-galactosamine[p] + Phosphate[p] 		  0.00	1000.00	  0.00
ACGAL1Ptex	N-Acetyl-D-galactosamine 1-phosphate[e] <=> N-Acetyl-D-galactosamine 1-phosphate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACGALtex	N-Acetyl-D-galactosamine[e] <=> N-Acetyl-D-galactosamine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACGAM1PPpp	N-Acetyl-D-glucosamine 1-phosphate[p] + H2O H2O[p] => N-Acetyl-D-glucosamine[p] + Phosphate[p] 		  0.00	1000.00	  0.00
ACGAM1Ptex	N-Acetyl-D-glucosamine 1-phosphate[e] <=> N-Acetyl-D-glucosamine 1-phosphate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACGAMK	N-Acetyl-D-glucosamine[c] + ATP C10H12N5O13P3[c] => N-Acetyl-D-glucosamine 6-phosphate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b1119	  0.00	1000.00	  0.00
ACGAMT	UDP-N-acetyl-D-glucosamine[c] + Undecaprenyl phosphate[c] => UMP C9H11N2O9P[c] + Undecaprenyl diphospho N-acetyl-glucosamine[c] 	b3784	  0.00	1000.00	  0.00
ACGAptspp	N-Acetyl-D-glucosamine[p] + Phosphoenolpyruvate[c] => N-Acetyl-D-glucosamine 6-phosphate[c] + Pyruvate[c] 	(b2416 and b2417 and b2415 and b1101) or (b2415 and b2416 and b0679)	  0.00	1000.00	  0.00
ACGAtex	N-Acetyl-D-glucosamine[e] <=> N-Acetyl-D-glucosamine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ACGK	N-Acetyl-L-glutamate[c] + ATP C10H12N5O13P3[c] => N-Acetyl-L-glutamyl 5-phosphate[c] + ADP C10H12N5O10P2[c] 	b3959	  0.00	1000.00	  0.00
ACGS	Acetyl-CoA[c] + L-Glutamate[c] => N-Acetyl-L-glutamate[c] + Coenzyme A[c] + H+[c] 	b2818	  0.00	1000.00	  0.00
ACHBS	2-Oxobutanoate[c] + H+[c] + Pyruvate[c] => (S)-2-Aceto-2-hydroxybutanoate[c] + CO2 CO2[c] 	(b3670 and b3671) or (b0077 and b0078)	  0.00	1000.00	  0.00
ACKr	Acetate[c] + ATP C10H12N5O13P3[c] <=> Acetyl phosphate[c] + ADP C10H12N5O10P2[c] 	b2296 or b1849 or b3115	-1000.00	1000.00	  0.00
ACLS	H+[c] + 2 Pyruvate[c] => (S)-2-Acetolactate[c] + CO2 CO2[c] 	(b0077 and b0078) or (b3670 and b3671)	  0.00	1000.00	  0.00
ACM6PH	N-acetylmuramate 6-phosphate[c] + H2O H2O[c] => N-Acetyl-D-glucosamine 6-phosphate[c] + D-Lactate[c] 	b2428	  0.00	1000.00	  0.00
ACMAMUT	UDP-N-acetyl-D-mannosaminouronate[c] + Undecaprenyl diphospho N-acetyl-glucosamine[c] => H+[c] + UDP C9H11N2O12P2[c] + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate[c] 	b3794	  0.00	1000.00	  0.00
ACMANAptspp	N-Acetyl-D-mannosamine[p] + Phosphoenolpyruvate[c] => N-Acetyl-D-mannosamine 6-phosphate[c] + Pyruvate[c] 	b2415 and b1818 and b2416 and b1817 and b1819	  0.00	1000.00	  0.00
ACMANAtex	N-Acetyl-D-mannosamine[e] <=> N-Acetyl-D-mannosamine[p] 	b2215 or b0241 or b0929 or b1377	-1000.00	1000.00	  0.00
ACMUMptspp	N-Acetylmuramate[p] + Phosphoenolpyruvate[c] => N-acetylmuramate 6-phosphate[c] + Pyruvate[c] 	b2417 and b2416 and b2415 and b2429	  0.00	1000.00	  0.00
ACMUMtex	N-Acetylmuramate[e] => N-Acetylmuramate[p] 	b0241 or b0929 or b1377 or b2215	  0.00	1000.00	  0.00
ACNAMt2pp	N-Acetylneuraminate[p] + H+[p] => N-Acetylneuraminate[c] + H+[c] 	b3224	  0.00	1000.00	  0.00
ACNAMtex	N-Acetylneuraminate[e] <=> N-Acetylneuraminate[p] 	b4311 or b0929 or b2215	-1000.00	1000.00	  0.00
ACNML	N-Acetylneuraminate[c] => N-Acetyl-D-mannosamine[c] + Pyruvate[c] 	b3225	  0.00	1000.00	  0.00
ACOAD1f	Butanoyl-CoA[c] + Flavin adenine dinucleotide oxidized[c] => Crotonoyl-CoA[c] + Flavin adenine dinucleotide reduced[c] 	b0221	  0.00	1000.00	  0.00
ACOAD1fr	Crotonoyl-CoA[c] + Flavin adenine dinucleotide reduced[c] => Butanoyl-CoA[c] + Flavin adenine dinucleotide oxidized[c] 	b1695	  0.00	1000.00	  0.00
ACOAD2f	Flavin adenine dinucleotide oxidized[c] + Hexanoyl-CoA (n-C6:0CoA)[c] <=> Flavin adenine dinucleotide reduced[c] + Trans-Hex-2-enoyl-CoA[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD3f	Flavin adenine dinucleotide oxidized[c] + Octanoyl-CoA (n-C8:0CoA)[c] <=> Flavin adenine dinucleotide reduced[c] + Trans-Oct-2-enoyl-CoA[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD4f	Decanoyl-CoA (n-C10:0CoA)[c] + Flavin adenine dinucleotide oxidized[c] <=> Trans-Dec-2-enoyl-CoA[c] + Flavin adenine dinucleotide reduced[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD5f	Dodecanoyl-CoA (n-C12:0CoA)[c] + Flavin adenine dinucleotide oxidized[c] <=> Trans-Dodec-2-enoyl-CoA[c] + Flavin adenine dinucleotide reduced[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD6f	Flavin adenine dinucleotide oxidized[c] + Tetradecanoyl-CoA (n-C14:0CoA)[c] <=> Flavin adenine dinucleotide reduced[c] + Trans-Tetradec-2-enoyl-CoA[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD7f	Flavin adenine dinucleotide oxidized[c] + Palmitoyl-CoA (n-C16:0CoA)[c] <=> Flavin adenine dinucleotide reduced[c] + Trans-Hexadec-2-enoyl-CoA[c] 	b0221	-1000.00	1000.00	  0.00
ACOAD8f	Flavin adenine dinucleotide oxidized[c] + Stearoyl-CoA (n-C18:0CoA)[c] <=> Flavin adenine dinucleotide reduced[c] + Trans-Octadec-2-enoyl-CoA[c] 	b0221	-1000.00	1000.00	  0.00
ACOATA	Acyl carrier protein[c] + Acetyl-CoA[c] <=> Acetyl-ACP[c] + Coenzyme A[c] 	b1094 and b1091	-1000.00	1000.00	  0.00
ACODA	N2-Acetyl-L-ornithine[c] + H2O H2O[c] => Acetate[c] + Ornithine[c] 	b3957	  0.00	1000.00	  0.00
ACOLIPAabctex	4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A[p] + ATP C10H12N5O13P3[c] + H2O H2O[c] => 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A[e] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	b4262 and b4261 and b3199 and b3201 and b3200 and b0054 and b0641	  0.00	1000.00	  0.00
ACONIs	Trans-Aconitate[c] <=> Cis-Aconitate[c] 	s0001	-1000.00	1000.00	  0.00
ACONMT	Trans-Aconitate[c] + S-Adenosyl-L-methionine[c] => E-3-carboxy-2-pentenedioate 6-methyl ester[c] + S-Adenosyl-L-homocysteine[c] 	b1519	  0.00	1000.00	  0.00
ACONTa	Citrate[c] <=> Cis-Aconitate[c] + H2O H2O[c] 	b0118 or b1276	-1000.00	1000.00	  0.00
ACONTb	Cis-Aconitate[c] + H2O H2O[c] <=> Isocitrate[c] 	b0118 or b1276	-1000.00	1000.00	  0.00
ACOTA	N2-Acetyl-L-ornithine[c] + 2-Oxoglutarate[c] <=> N-Acetyl-L-glutamate 5-semialdehyde[c] + L-Glutamate[c] 	b1748 or b3359 or b2662 or b1302	-1000.00	1000.00	  0.00
ACOXT	Acetyl-CoA[c] + Oxalate[c] <=> Acetate[c] + Oxalyl-CoA[c] 	b2371	-1000.00	1000.00	  0.00
ACP1_FMN	FMN C17H19N4O9P[c] + H2O H2O[c] => Phosphate[c] + Riboflavin C17H20N4O6[c] 	b3812 or b0446 or b0844	  0.00	1000.00	  0.00
ACP1p	FMN C17H19N4O9P[p] + H2O H2O[p] => Phosphate[p] + Riboflavin C17H20N4O6[p] 	b0383	  0.00	1000.00	  0.00
ACPPAT120	Dodecanoyl-ACP (n-C12:0ACP)[c] + H+[c] + Phosphate[c] => Acyl carrier protein[c] + Dodecanoly-phosphate (n-C12:0)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT140	H+[c] + Myristoyl-ACP (n-C14:0ACP)[c] + Phosphate[c] => Acyl carrier protein[c] + Tetradecanoyl-phosphate (n-C14:0)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT141	H+[c] + Phosphate[c] + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)[c] => Acyl carrier protein[c] + Tetradecanoyl-phosphate (n-C14:1)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT160	H+[c] + Palmitoyl-ACP (n-C16:0ACP)[c] + Phosphate[c] => Acyl carrier protein[c] + Hexadecanoyl-phosphate (n-C16:0)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT161	H+[c] + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)[c] + Phosphate[c] => Acyl carrier protein[c] + Hexadecanoyl-phosphate (n-C16:1)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT180	H+[c] + Octadecanoyl-ACP (n-C18:0ACP)[c] + Phosphate[c] => Acyl carrier protein[c] + Octadecanoyl-phosphate (n-C18:0)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPPAT181	H+[c] + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)[c] + Phosphate[c] => Acyl carrier protein[c] + Octadecanoyl-phosphate (n-C18:1)[c] 	b1094 and b1090	  0.00	1000.00	  0.00
ACPS1	Apoprotein [acyl carrier protein][c] + Coenzyme A[c] => Acyl carrier protein[c] + H+[c] + Adenosine 3',5'-bisphosphate[c] 	b2563 or b3475	  0.00	1000.00	  0.00
ACS	Acetate[c] + ATP C10H12N5O13P3[c] + Coenzyme A[c] => Acetyl-CoA[c] + AMP C10H12N5O7P[c] + Diphosphate[c] 	b4069	  0.00	1000.00	  0.00
ACSERtex	O-Acetyl-L-serine[e] <=> O-Acetyl-L-serine[p] 	b1377 or b2215 or b0241 or b0929	-1000.00	1000.00	  0.00
ACSERtpp	O-Acetyl-L-serine[c] => O-Acetyl-L-serine[p] 	b2578 or b1533	  0.00	1000.00	  0.00
ACt2rpp	Acetate[p] + H+[p] <=> Acetate[c] + H+[c] 	b0010	-1000.00	1000.00	  0.00
ACt4pp	Acetate[p] + Sodium[p] => Acetate[c] + Sodium[c] 	b4067	  0.00	1000.00	  0.00
ACtex	Acetate[e] <=> Acetate[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ADA	Adenosine[c] + H2O H2O[c] + H+[c] => Inosine[c] + Ammonium[c] 	b1623	  0.00	1000.00	  0.00
ADCL	4-amino-4-deoxychorismate[c] => 4-Aminobenzoate[c] + H+[c] + Pyruvate[c] 	b1096 or b4039	  0.00	1000.00	  0.00
ADCS	Chorismate[c] + L-Glutamine[c] => 4-amino-4-deoxychorismate[c] + L-Glutamate[c] 	b1812 and b3360	  0.00	1000.00	  0.00
ADD	Adenine[c] + H2O H2O[c] + H+[c] => Hypoxanthine[c] + Ammonium[c] 	b3665	  0.00	1000.00	  0.00
ADEt2rpp	Adenine[p] + H+[p] <=> Adenine[c] + H+[c] 	b3654 or b3714 or b3664	-1000.00	1000.00	  0.00
ADEtex	Adenine[e] <=> Adenine[p] 	b0241 or b0929 or b1377 or b2215	-1000.00	1000.00	  0.00
ADK1	AMP C10H12N5O7P[c] + ATP C10H12N5O13P3[c] <=> 2 ADP C10H12N5O10P2[c] 	b0474	-1000.00	1000.00	  0.00
ADK3	AMP C10H12N5O7P[c] + GTP C10H12N5O14P3[c] <=> ADP C10H12N5O10P2[c] + GDP C10H12N5O11P2[c] 	b0474	-1000.00	1000.00	  0.00
ADK4	AMP C10H12N5O7P[c] + ITP C10H11N4O14P3[c] <=> ADP C10H12N5O10P2[c] + IDP C10H11N4O11P2[c] 	b0474	-1000.00	1000.00	  0.00
ADMDC	S-Adenosyl-L-methionine[c] + H+[c] => S-Adenosylmethioninamine[c] + CO2 CO2[c] 	b0120	  0.00	1000.00	  0.00
ADNCYC	ATP C10H12N5O13P3[c] => CAMP C10H11N5O6P[c] + Diphosphate[c] 	b3806	  0.00	1000.00	  0.00
ADNK1	Adenosine[c] + ATP C10H12N5O13P3[c] => ADP C10H12N5O10P2[c] + AMP C10H12N5O7P[c] + H+[c] 	b0474	  0.00	1000.00	  0.00
ADNUC	Adenosine[c] + H2O H2O[c] => Adenine[c] + D-Ribose[c] 	b0030	  0.00	1000.00	  0.00
ADNt2pp_copy1	Adenosine[p] + H+[p] => Adenosine[c] + H+[c] 	b2964 or b2393	  0.00	1000.00	  0.00
ADNt2pp_copy2	Adenosine[p] + H+[p] <=> Adenosine[c] + H+[c] 	b2406	-1000.00	1000.00	  0.00
ADNtex	Adenosine[e] <=> Adenosine[p] 	b0411	-1000.00	1000.00	  0.00
ADOCBIK	Adenosyl cobinamide[c] + ATP C10H12N5O13P3[c] => Adenosyl cobinamide phosphate[c] + ADP C10H12N5O10P2[c] + H+[c] 	b1993	  0.00	1000.00	  0.00
ADOCBLS	Adenosine-GDP-cobinamide[c] + N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole[c] => Adenosylcobalamin[c] + GMP C10H12N5O8P[c] + H+[c] 	b1992	  0.00	1000.00	  0.00
ADOCBLabcpp	Adenosylcobalamin[p] + ATP C10H12N5O13P3[c] + H2O H2O[c] => Adenosylcobalamin[c] + ADP C10H12N5O10P2[c] + H+[c] + Phosphate[c] 	b1709 and b0158 and b1711	  0.00	1000.00	  0.00
ADOCBLtonex	Adenosylcobalamin[e] + H+[p] => Adenosylcobalamin[p] + H+[c] 	(b1252 and b3005 and b3006) and b3966	  0.00	1000.00	  0.00
